"tripduration","starttime","stoptime","start station id","start station name","start station latitude","start station longitude","end station id","end station name","end station latitude","end station longitude","bikeid","usertype","birth year","gender"
"328","2013-12-01 08:10:28","2013-12-01 08:15:56","512","W 29 St & 9 Ave","40.7500727","-73.99839279","462","W 22 St & 10 Ave","40.74691959","-74.00451887","20530","Subscriber","1976","2"
"531","2013-12-01 08:10:55","2013-12-01 08:19:46","479","9 Ave & W 45 St","40.76019252","-73.9912551","458","11 Ave & W 27 St","40.751396","-74.005226","15933","Subscriber","1956","1"
"406","2013-12-01 08:11:34","2013-12-01 08:18:20","476","E 31 St & 3 Ave","40.74394314","-73.97966069","466","W 25 St & 6 Ave","40.74395411","-73.99144871","20361","Customer",\N,"0"
"629","2013-12-01 08:11:43","2013-12-01 08:22:12","342","Columbia St & Rivington St","40.71739973","-73.98016555","531","Forsyth St & Broome St","40.71893904","-73.99266288","19212","Subscriber","1986","1"
"424","2013-12-01 08:11:44","2013-12-01 08:18:48","325","E 19 St & 3 Ave","40.73624527","-73.98473765","497","E 17 St & Broadway","40.73704984","-73.99009296","16822","Subscriber","1986","2"
"426","2013-12-01 08:11:47","2013-12-01 08:18:53","486","Broadway & W 29 St","40.7462009","-73.98855723","497","E 17 St & Broadway","40.73704984","-73.99009296","18296","Subscriber","1988","1"
"390","2013-12-01 08:11:57","2013-12-01 08:18:27","495","W 47 St & 10 Ave","40.76269882","-73.99301222","448","W 37 St & 10 Ave","40.75660359","-73.9979009","17982","Subscriber","1990","1"
"293","2013-12-01 08:12:01","2013-12-01 08:16:54","487","E 20 St & FDR Drive","40.73314259","-73.97573881","174","E 25 St & 1 Ave","40.7381765","-73.97738662","15203","Subscriber","1958","1"
"1217","2013-12-01 08:13:05","2013-12-01 08:33:22","405","Washington St & Gansevoort St","40.739323","-74.008119","445","E 10 St & Avenue A","40.72740794","-73.98142006","17970","Customer",\N,"0"
"362","2013-12-01 08:13:10","2013-12-01 08:19:12","527","E 33 St & 1 Ave","40.74315566","-73.97434726","486","Broadway & W 29 St","40.7462009","-73.98855723","18234","Subscriber","1970","1"
"670","2013-12-01 08:13:34","2013-12-01 08:24:44","305","E 58 St & 3 Ave","40.76095756","-73.96724467","526","E 33 St & 5 Ave","40.74765947","-73.98490707","14790","Subscriber","1973","1"
"454","2013-12-01 08:13:36","2013-12-01 08:21:10","519","Pershing Square N","40.75188406","-73.97770164","498","Broadway & W 32 St","40.74854862","-73.98808416","20575","Customer",\N,"0"
"366","2013-12-01 08:14:01","2013-12-01 08:20:07","446","W 24 St & 7 Ave","40.74487634","-73.99529885","284","Greenwich Ave & 8 Ave","40.7390169121","-74.0026376103","19663","Subscriber","1960","1"
"376","2013-12-01 08:14:20","2013-12-01 08:20:36","307","Canal St & Rutgers St","40.71427487","-73.98990025","295","Pike St & E Broadway","40.71406667","-73.99293911","14916","Subscriber","1960","1"
"571","2013-12-01 08:14:36","2013-12-01 08:24:07","290","2 Ave & E 58 St","40.76020258","-73.96478473","528","2 Ave & E 31 St","40.74290902","-73.97706058","20876","Subscriber","1979","2"
"1521","2013-12-01 08:14:44","2013-12-01 08:40:05","291","Madison St & Montgomery St","40.713126","-73.984844","444","Broadway & W 24 St","40.7423543","-73.98915076","18837","Subscriber","1960","2"
"264","2013-12-01 08:14:56","2013-12-01 08:19:20","466","W 25 St & 6 Ave","40.74395411","-73.99144871","546","E 30 St & Park Ave S","40.74444921","-73.98303529","18999","Subscriber","1979","1"
"431","2013-12-01 08:15:04","2013-12-01 08:22:15","410","Suffolk St & Stanton St","40.72066442","-73.98517977","229","Great Jones St","40.72743423","-73.99379025","16498","Subscriber","1989","2"
"1881","2013-12-01 08:15:12","2013-12-01 08:46:33","239","Willoughby St & Fleet St","40.69196566","-73.9813018","239","Willoughby St & Fleet St","40.69196566","-73.9813018","15289","Subscriber","1961","2"
"1152","2013-12-01 08:15:33","2013-12-01 08:34:45","266","Avenue D & E 8 St","40.72368361","-73.97574813","316","Fulton St & William St","40.70955958","-74.00653609","15641","Subscriber","1962","1"
"4879","2013-12-01 08:15:38","2013-12-01 09:36:57","223","W 13 St & 7 Ave","40.73781509","-73.99994661","223","W 13 St & 7 Ave","40.73781509","-73.99994661","16502","Subscriber","1962","1"
"1335","2013-12-01 08:15:44","2013-12-01 08:37:59","294","Washington Square E","40.73049393","-73.9957214","427","State St","40.70251526","-74.01427023","15111","Subscriber","1964","1"
"148","2013-12-01 08:15:46","2013-12-01 08:18:14","285","Broadway & E 14 St","40.73454567","-73.99074142","293","Lafayette St & E 8 St","40.73028666","-73.9907647","15731","Subscriber","1985","1"
"546","2013-12-01 08:16:39","2013-12-01 08:25:45","290","2 Ave & E 58 St","40.76020258","-73.96478473","507","E 25 St & 2 Ave","40.73912601","-73.97973776","17253","Subscriber","1986","1"
"593","2013-12-01 08:17:00","2013-12-01 08:26:53","428","E 3 St & 1 Ave","40.72467721","-73.98783413","285","Broadway & E 14 St","40.73454567","-73.99074142","18007","Subscriber","1981","2"
"281","2013-12-01 08:17:01","2013-12-01 08:21:42","238","Bank St & Washington St","40.7361967","-74.00859207","127","Barrow St & Hudson St","40.73172428","-74.00674436","19174","Subscriber","1981","2"
"425","2013-12-01 08:17:03","2013-12-01 08:24:08","252","MacDougal St & Washington Sq","40.73226398","-73.99852205","537","Lexington Ave & E 24 St","40.74025878","-73.98409214","18348","Subscriber","1980","1"
"278","2013-12-01 08:17:03","2013-12-01 08:21:41","161","LaGuardia Pl & W 3 St","40.72917025","-73.99810231","382","University Pl & E 14 St","40.73492695","-73.99200509","20740","Subscriber","1989","2"
"690","2013-12-01 08:17:04","2013-12-01 08:28:34","2012","E 27 St & 1 Ave","40.739445","-73.976806","254","W 11 St & 6 Ave","40.73532427","-73.99800419","16885","Subscriber","1985","1"
"1443","2013-12-01 08:17:06","2013-12-01 08:41:09","447","8 Ave & W 52 St","40.76370739","-73.9851615","499","Broadway & W 60 St","40.76915505","-73.98191841","15771","Customer",\N,"0"
"281","2013-12-01 08:17:09","2013-12-01 08:21:50","238","Bank St & Washington St","40.7361967","-74.00859207","127","Barrow St & Hudson St","40.73172428","-74.00674436","19054","Subscriber","1959","1"
"371","2013-12-01 08:17:29","2013-12-01 08:23:40","423","W 54 St & 9 Ave","40.76584941","-73.98690506","520","W 52 St & 5 Ave","40.75992262","-73.97648516","15342","Subscriber","1988","1"
"927","2013-12-01 08:17:38","2013-12-01 08:33:05","405","Washington St & Gansevoort St","40.739323","-74.008119","445","E 10 St & Avenue A","40.72740794","-73.98142006","15074","Customer",\N,"0"
"1422","2013-12-01 08:17:42","2013-12-01 08:41:24","447","8 Ave & W 52 St","40.76370739","-73.9851615","499","Broadway & W 60 St","40.76915505","-73.98191841","14886","Customer",\N,"0"
"273","2013-12-01 08:18:03","2013-12-01 08:22:36","314","Montague St & Clinton St","40.69424674","-73.99215922","157","Henry St & Atlantic Ave","40.69089272","-73.99612349","16133","Subscriber","1957","2"
"267","2013-12-01 08:18:17","2013-12-01 08:22:44","540","Lexington Ave & E 26 St","40.74147286","-73.98320928","475","E 16 St & Irving Pl","40.73524276","-73.98758561","18676","Subscriber","1986","2"
"785","2013-12-01 08:18:48","2013-12-01 08:31:53","498","Broadway & W 32 St","40.74854862","-73.98808416","281","Grand Army Plaza & Central Park S","40.7643971","-73.97371465","18811","Subscriber","1986","1"
"391","2013-12-01 08:18:52","2013-12-01 08:25:23","263","Elizabeth St & Hester St","40.71729","-73.996375","307","Canal St & Rutgers St","40.71427487","-73.98990025","19710","Subscriber","1989","1"
"477","2013-12-01 08:19:52","2013-12-01 08:27:49","545","E 23 St & 1 Ave","40.736502","-73.97809472","285","Broadway & E 14 St","40.73454567","-73.99074142","18127","Subscriber","1975","2"
"268","2013-12-01 08:20:31","2013-12-01 08:24:59","2009","Catherine St & Monroe St","40.71117444","-73.99682619","355","Bayard St & Baxter St","40.71602118","-73.99974372","20234","Subscriber","1977","1"
"477","2013-12-01 08:20:47","2013-12-01 08:28:44","345","W 13 St & 6 Ave","40.73649403","-73.99704374","325","E 19 St & 3 Ave","40.73624527","-73.98473765","16736","Subscriber","1990","2"
"357","2013-12-01 08:21:02","2013-12-01 08:26:59","474","5 Ave & E 29 St","40.7451677","-73.98683077","453","W 22 St & 8 Ave","40.74475148","-73.99915362","18218","Subscriber","1978","2"
"375","2013-12-01 08:21:10","2013-12-01 08:27:25","301","E 2 St & Avenue B","40.72217444","-73.98368779","293","Lafayette St & E 8 St","40.73028666","-73.9907647","19804","Subscriber","1973","1"
"519","2013-12-01 08:21:37","2013-12-01 08:30:16","450","W 49 St & 8 Ave","40.76227205","-73.98788205","478","11 Ave & W 41 St","40.76030096","-73.99884222","17193","Subscriber","1969","1"
"255","2013-12-01 08:21:54","2013-12-01 08:26:09","412","Forsyth St & Canal St","40.7158155","-73.99422366","377","6 Ave & Canal St","40.72243797","-74.00566443","19256","Subscriber","1985","1"
"762","2013-12-01 08:22:17","2013-12-01 08:34:59","326","E 11 St & 1 Ave","40.72953837","-73.98426726","462","W 22 St & 10 Ave","40.74691959","-74.00451887","19979","Subscriber","1990","1"
"375","2013-12-01 08:22:21","2013-12-01 08:28:36","446","W 24 St & 7 Ave","40.74487634","-73.99529885","284","Greenwich Ave & 8 Ave","40.7390169121","-74.0026376103","20877","Subscriber","1953","2"
"247","2013-12-01 08:22:21","2013-12-01 08:26:28","502","Henry St & Grand St","40.714215","-73.981346","307","Canal St & Rutgers St","40.71427487","-73.98990025","15804","Subscriber","1963","1"
"280","2013-12-01 08:22:26","2013-12-01 08:27:06","329","Greenwich St & N Moore St","40.72043411","-74.01020609","319","Park Pl & Church St","40.71336124","-74.00937622","19466","Subscriber","1957","2"
"272","2013-12-01 08:23:37","2013-12-01 08:28:09","291","Madison St & Montgomery St","40.713126","-73.984844","408","Market St & Cherry St","40.71076228","-73.99400398","18896","Subscriber","1994","1"
"389","2013-12-01 08:24:00","2013-12-01 08:30:29","263","Elizabeth St & Hester St","40.71729","-73.996375","224","Spruce St & Nassau St","40.71146364","-74.00552427","15886","Subscriber","1966","1"
"247","2013-12-01 08:24:04","2013-12-01 08:28:11","294","Washington Square E","40.73049393","-73.9957214","483","E 12 St & 3 Ave","40.73223272","-73.98889957","16019","Subscriber","1955","1"
"737","2013-12-01 08:24:12","2013-12-01 08:36:29","430","York St & Jay St","40.7014851","-73.98656928","412","Forsyth St & Canal St","40.7158155","-73.99422366","16947","Subscriber","1997","2"
"1765","2013-12-01 08:24:24","2013-12-01 08:53:49","505","6 Ave & W 33 St","40.74901271","-73.98848395","281","Grand Army Plaza & Central Park S","40.7643971","-73.97371465","16192","Customer",\N,"0"
"501","2013-12-01 08:24:56","2013-12-01 08:33:17","146","Hudson St & Reade St","40.71625008","-74.0091059","2008","Little West St & 1 Pl","40.70569254","-74.01677685","17900","Subscriber","1958","1"
"608","2013-12-01 08:24:57","2013-12-01 08:35:05","502","Henry St & Grand St","40.714215","-73.981346","263","Elizabeth St & Hester St","40.71729","-73.996375","16260","Subscriber","1966","1"
"182","2013-12-01 08:24:58","2013-12-01 08:28:00","326","E 11 St & 1 Ave","40.72953837","-73.98426726","483","E 12 St & 3 Ave","40.73223272","-73.98889957","20735","Subscriber","1989","1"
"1337","2013-12-01 08:25:08","2013-12-01 08:47:25","332","Cherry St","40.71219906","-73.97948148","332","Cherry St","40.71219906","-73.97948148","17293","Subscriber","1971","1"
"354","2013-12-01 08:25:14","2013-12-01 08:31:08","127","Barrow St & Hudson St","40.73172428","-74.00674436","336","Sullivan St & Washington Sq","40.73047747","-73.99906065","19266","Subscriber","1993","2"
"387","2013-12-01 08:25:16","2013-12-01 08:31:43","483","E 12 St & 3 Ave","40.73223272","-73.98889957","445","E 10 St & Avenue A","40.72740794","-73.98142006","18106","Subscriber","1973","1"
"842","2013-12-01 08:26:28","2013-12-01 08:40:30","447","8 Ave & W 52 St","40.76370739","-73.9851615","525","W 34 St & 11 Ave","40.75594159","-74.0021163","20070","Subscriber","1980","1"
"726","2013-12-01 08:26:29","2013-12-01 08:38:35","487","E 20 St & FDR Drive","40.73314259","-73.97573881","435","W 21 St & 6 Ave","40.74173969","-73.99415556","19996","Subscriber","1987","1"
"376","2013-12-01 08:27:10","2013-12-01 08:33:26","150","E 2 St & Avenue C","40.7208736","-73.98085795","445","E 10 St & Avenue A","40.72740794","-73.98142006","18017","Subscriber","1955","1"
"343","2013-12-01 08:27:11","2013-12-01 08:32:54","423","W 54 St & 9 Ave","40.76584941","-73.98690506","281","Grand Army Plaza & Central Park S","40.7643971","-73.97371465","19323","Subscriber","1987","1"
"539","2013-12-01 08:27:14","2013-12-01 08:36:13","317","E 6 St & Avenue B","40.72453734","-73.98185424","496","E 16 St & 5 Ave","40.73726186","-73.99238967","18988","Subscriber","1985","1"
"1395","2013-12-01 08:27:38","2013-12-01 08:50:53","332","Cherry St","40.71219906","-73.97948148","152","Warren St & Church St","40.71473993","-74.00910627","17622","Subscriber","1940","1"
"513","2013-12-01 08:28:06","2013-12-01 08:36:39","315","South St & Gouverneur Ln","40.70355377","-74.00670227","259","South St & Whitehall St","40.70122128","-74.01234218","15920","Customer",\N,"0"
"821","2013-12-01 08:28:13","2013-12-01 08:41:54","339","Avenue D & E 12 St","40.72580614","-73.97422494","295","Pike St & E Broadway","40.71406667","-73.99293911","20264","Subscriber","1965","2"
"581","2013-12-01 08:28:37","2013-12-01 08:38:18","502","Henry St & Grand St","40.714215","-73.981346","263","Elizabeth St & Hester St","40.71729","-73.996375","18244","Subscriber","1969","2"
"459","2013-12-01 08:28:53","2013-12-01 08:36:32","439","E 4 St & 2 Ave","40.7262807","-73.98978041","382","University Pl & E 14 St","40.73492695","-73.99200509","17342","Subscriber","1980","1"
"460","2013-12-01 08:28:57","2013-12-01 08:36:37","439","E 4 St & 2 Ave","40.7262807","-73.98978041","382","University Pl & E 14 St","40.73492695","-73.99200509","20343","Subscriber","1971","2"
"600","2013-12-01 08:29:11","2013-12-01 08:39:11","385","E 55 St & 2 Ave","40.75797322","-73.96603308","2006","Central Park S & 6 Ave","40.76590936","-73.97634151","15007","Subscriber","1955","2"
"370","2013-12-01 08:29:23","2013-12-01 08:35:33","511","E 14 St & Avenue B","40.72938685","-73.97772429","536","1 Ave & E 30 St","40.74144387","-73.97536082","17820","Subscriber","1987","1"
"231","2013-12-01 08:29:48","2013-12-01 08:33:39","262","Washington Park","40.69178232","-73.97372989","416","Cumberland St & Lafayette Ave","40.68753406","-73.97265183","19015","Subscriber","1965","2"
"460","2013-12-01 08:29:57","2013-12-01 08:37:37","537","Lexington Ave & E 24 St","40.74025878","-73.98409214","446","W 24 St & 7 Ave","40.74487634","-73.99529885","16667","Subscriber","1956","1"
"844","2013-12-01 08:30:27","2013-12-01 08:44:31","476","E 31 St & 3 Ave","40.74394314","-73.97966069","251","Mott St & Prince St","40.72317958","-73.99480012","19883","Subscriber","1982","1"
"396","2013-12-01 08:30:33","2013-12-01 08:37:09","505","6 Ave & W 33 St","40.74901271","-73.98848395","2012","E 27 St & 1 Ave","40.739445","-73.976806","17673","Subscriber","1984","1"
"517","2013-12-01 08:30:48","2013-12-01 08:39:25","83","Atlantic Ave & Fort Greene Pl","40.68382604","-73.97632328","233","Joralemon St & Adams St","40.69246277","-73.98963911","17592","Subscriber","1980","1"
"184","2013-12-01 08:31:01","2013-12-01 08:34:05","382","University Pl & E 14 St","40.73492695","-73.99200509","254","W 11 St & 6 Ave","40.73532427","-73.99800419","20740","Subscriber","1989","2"
"634","2013-12-01 08:31:01","2013-12-01 08:41:35","449","W 52 St & 9 Ave","40.76461837","-73.98789473","379","W 31 St & 7 Ave","40.749156","-73.9916","16603","Subscriber","1953","1"
"153","2013-12-01 08:31:05","2013-12-01 08:33:38","441","E 52 St & 2 Ave","40.756014","-73.967416","228","E 48 St & 3 Ave","40.7546011026","-73.971878855","16904","Subscriber","1971","1"
"244","2013-12-01 08:31:38","2013-12-01 08:35:42","495","W 47 St & 10 Ave","40.76269882","-73.99301222","529","W 42 St & 8 Ave","40.7575699","-73.99098507","16891","Subscriber","1944","1"
"578","2013-12-01 08:31:39","2013-12-01 08:41:17","459","W 20 St & 11 Ave","40.746745","-74.007756","168","W 18 St & 6 Ave","40.73971301","-73.99456405","18595","Subscriber","1960","2"
"267","2013-12-01 08:31:47","2013-12-01 08:36:14","356","Bialystoker Pl & Delancey St","40.71622644","-73.98261206","307","Canal St & Rutgers St","40.71427487","-73.98990025","17168","Subscriber","1978","1"
"597","2013-12-01 08:32:11","2013-12-01 08:42:08","512","W 29 St & 9 Ave","40.7500727","-73.99839279","380","W 4 St & 7 Ave S","40.73401143","-74.00293877","18492","Subscriber","1986","1"
"2052","2013-12-01 08:32:17","2013-12-01 09:06:29","174","E 25 St & 1 Ave","40.7381765","-73.97738662","328","Watts St & Greenwich St","40.72405549","-74.00965965","19720","Subscriber","1992","1"
"571","2013-12-01 08:33:00","2013-12-01 08:42:31","127","Barrow St & Hudson St","40.73172428","-74.00674436","327","Vesey Pl & River Terrace","40.7153379","-74.01658354","15751","Subscriber","1968","2"
"1049","2013-12-01 08:33:21","2013-12-01 08:50:50","539","Metropolitan Ave & Bedford Ave","40.71534825","-73.96024116","531","Forsyth St & Broome St","40.71893904","-73.99266288","17942","Subscriber","1975","1"
"258","2013-12-01 08:33:21","2013-12-01 08:37:39","389","Broadway & Berry St","40.71044554","-73.96525063","539","Metropolitan Ave & Bedford Ave","40.71534825","-73.96024116","15099","Subscriber","1977","1"
"684","2013-12-01 08:33:21","2013-12-01 08:44:45","459","W 20 St & 11 Ave","40.746745","-74.007756","488","W 39 St & 9 Ave","40.75645824","-73.99372222","20233","Subscriber","1961","1"
"329","2013-12-01 08:33:47","2013-12-01 08:39:16","352","W 56 St & 6 Ave","40.76340613","-73.97722479","305","E 58 St & 3 Ave","40.76095756","-73.96724467","19406","Customer",\N,"0"
"733","2013-12-01 08:33:53","2013-12-01 08:46:06","300","Shevchenko Pl & E 6 St","40.728145","-73.990214","497","E 17 St & Broadway","40.73704984","-73.99009296","17251","Customer",\N,"0"
"734","2013-12-01 08:33:58","2013-12-01 08:46:12","300","Shevchenko Pl & E 6 St","40.728145","-73.990214","497","E 17 St & Broadway","40.73704984","-73.99009296","20661","Customer",\N,"0"
"718","2013-12-01 08:34:17","2013-12-01 08:46:15","361","Allen St & Hester St","40.71605866","-73.99190759","303","Mercer St & Spring St","40.72362738","-73.99949601","18421","Subscriber","1972","2"
"578","2013-12-01 08:34:28","2013-12-01 08:44:06","422","W 59 St & 10 Ave","40.770513","-73.988038","512","W 29 St & 9 Ave","40.7500727","-73.99839279","14963","Subscriber","1985","1"
"220","2013-12-01 08:34:38","2013-12-01 08:38:18","368","Carmine St & 6 Ave","40.73038599","-74.00214988","345","W 13 St & 6 Ave","40.73649403","-73.99704374","17806","Subscriber","1968","1"
"535","2013-12-01 08:34:39","2013-12-01 08:43:34","507","E 25 St & 2 Ave","40.73912601","-73.97973776","497","E 17 St & Broadway","40.73704984","-73.99009296","19831","Subscriber","1956","1"
"154","2013-12-01 08:34:57","2013-12-01 08:37:31","348","W Broadway & Spring St","40.72490985","-74.00154702","375","Mercer St & Bleecker St","40.72679454","-73.99695094","17859","Subscriber","1977","1"
"975","2013-12-01 08:35:04","2013-12-01 08:51:19","488","W 39 St & 9 Ave","40.75645824","-73.99372222","346","Bank St & Hudson St","40.73652889","-74.00618026","19590","Subscriber","1958","1"
"848","2013-12-01 08:35:32","2013-12-01 08:49:40","545","E 23 St & 1 Ave","40.736502","-73.97809472","347","W Houston St & Hudson St","40.72873888","-74.00748842","15724","Subscriber","1983","1"
"187","2013-12-01 08:35:38","2013-12-01 08:38:45","417","Barclay St & Church St","40.71291224","-74.01020234","146","Hudson St & Reade St","40.71625008","-74.0091059","19782","Subscriber","1957","2"
"692","2013-12-01 08:36:03","2013-12-01 08:47:35","448","W 37 St & 10 Ave","40.75660359","-73.9979009","83","Atlantic Ave & Fort Greene Pl","40.68382604","-73.97632328","15123","Subscriber","1979","1"
"989","2013-12-01 08:36:17","2013-12-01 08:52:46","311","Norfolk St & Broome St","40.7172274","-73.98802084","386","Centre St & Worth St","40.71494807","-74.00234482","16928","Subscriber","1972","1"
"465","2013-12-01 08:36:21","2013-12-01 08:44:06","521","8 Ave & W 31 St","40.75044999","-73.99481051","478","11 Ave & W 41 St","40.76030096","-73.99884222","20908","Subscriber","1973","1"
"564","2013-12-01 08:36:47","2013-12-01 08:46:11","342","Columbia St & Rivington St","40.71739973","-73.98016555","401","Allen St & Rivington St","40.72019576","-73.98997825","15327","Subscriber","1981","1"
"584","2013-12-01 08:36:52","2013-12-01 08:46:36","238","Bank St & Washington St","40.7361967","-74.00859207","375","Mercer St & Bleecker St","40.72679454","-73.99695094","15839","Subscriber","1938","1"
"164","2013-12-01 08:37:00","2013-12-01 08:39:44","500","Broadway & W 51 St","40.76228826","-73.98336183","457","Broadway & W 58 St","40.76695317","-73.98169333","19977","Subscriber","1982","2"
"1487","2013-12-01 08:37:05","2013-12-01 09:01:52","143","Clinton St & Joralemon St","40.69239502","-73.99337909","539","Metropolitan Ave & Bedford Ave","40.71534825","-73.96024116","16383","Subscriber","1980","1"
"678","2013-12-01 08:37:10","2013-12-01 08:48:28","328","Watts St & Greenwich St","40.72405549","-74.00965965","438","St Marks Pl & 1 Ave","40.72779126","-73.98564945","15026","Subscriber","1963","1"
"478","2013-12-01 08:37:13","2013-12-01 08:45:11","346","Bank St & Hudson St","40.73652889","-74.00618026","382","University Pl & E 14 St","40.73492695","-73.99200509","17596","Subscriber","1971","2"
"283","2013-12-01 08:37:19","2013-12-01 08:42:02","357","E 11 St & Broadway","40.73261787","-73.99158043","345","W 13 St & 6 Ave","40.73649403","-73.99704374","16177","Subscriber","1973","1"
"661","2013-12-01 08:37:20","2013-12-01 08:48:21","386","Centre St & Worth St","40.71494807","-74.00234482","2004","6 Ave & Broome St","40.724399","-74.004704","15831","Subscriber","1975","1"
"2010","2013-12-01 08:37:33","2013-12-01 09:11:03","247","Perry St & Bleecker St","40.73535398","-74.00483091","454","E 51 St & 1 Ave","40.75455731","-73.96592976","15199","Subscriber","1970","1"
"179","2013-12-01 08:37:48","2013-12-01 08:40:47","494","W 26 St & 8 Ave","40.74734825","-73.99723551","521","8 Ave & W 31 St","40.75044999","-73.99481051","16738","Subscriber","1960","1"
"714","2013-12-01 08:37:54","2013-12-01 08:49:48","540","Lexington Ave & E 26 St","40.74147286","-73.98320928","153","E 40 St & 5 Ave","40.752062307","-73.9816324043","19949","Subscriber","1959","2"
"277","2013-12-01 08:37:59","2013-12-01 08:42:36","428","E 3 St & 1 Ave","40.72467721","-73.98783413","293","Lafayette St & E 8 St","40.73028666","-73.9907647","18225","Subscriber","1966","1"
"452","2013-12-01 08:38:10","2013-12-01 08:45:42","168","W 18 St & 6 Ave","40.73971301","-73.99456405","545","E 23 St & 1 Ave","40.736502","-73.97809472","19551","Subscriber","1964","2"
"733","2013-12-01 08:38:17","2013-12-01 08:50:30","2004","6 Ave & Broome St","40.724399","-74.004704","509","9 Ave & W 22 St","40.7454973","-74.00197139","14745","Subscriber","1982","1"
"268","2013-12-01 08:38:32","2013-12-01 08:43:00","410","Suffolk St & Stanton St","40.72066442","-73.98517977","428","E 3 St & 1 Ave","40.72467721","-73.98783413","16788","Subscriber","1987","1"
"699","2013-12-01 08:38:35","2013-12-01 08:50:14","540","Lexington Ave & E 26 St","40.74147286","-73.98320928","153","E 40 St & 5 Ave","40.752062307","-73.9816324043","19326","Subscriber","1960","1"
"1875","2013-12-01 08:38:45","2013-12-01 09:10:00","427","State St","40.70251526","-74.01427023","501","FDR Drive & E 35 St","40.744219","-73.97121214","19344","Subscriber","1964","1"
"710","2013-12-01 08:39:19","2013-12-01 08:51:09","322","Clinton St & Tillary St","40.696192","-73.991218","274","Lafayette Ave & Fort Greene Pl","40.68691865","-73.976682","19162","Subscriber","1985","1"
"859","2013-12-01 08:39:23","2013-12-01 08:53:42","522","E 51 St & Lexington Ave","40.75714758","-73.97207836","167","E 39 St & 3 Ave","40.7489006","-73.97604882","15105","Subscriber","1940","1"
"642","2013-12-01 08:39:26","2013-12-01 08:50:08","445","E 10 St & Avenue A","40.72740794","-73.98142006","223","W 13 St & 7 Ave","40.73781509","-73.99994661","19416","Subscriber","1960","1"
"952","2013-12-01 08:39:35","2013-12-01 08:55:27","470","W 20 St & 8 Ave","40.74345335","-74.00004031","457","Broadway & W 58 St","40.76695317","-73.98169333","20524","Subscriber","1968","2"
"263","2013-12-01 08:39:43","2013-12-01 08:44:06","509","9 Ave & W 22 St","40.7454973","-74.00197139","284","Greenwich Ave & 8 Ave","40.7390169121","-74.0026376103","14560","Subscriber","1968","1"
"588","2013-12-01 08:39:45","2013-12-01 08:49:33","446","W 24 St & 7 Ave","40.74487634","-73.99529885","528","2 Ave & E 31 St","40.74290902","-73.97706058","15699","Subscriber","1989","1"
"354","2013-12-01 08:39:48","2013-12-01 08:45:42","2021","W 45 St & 8 Ave","40.75929124","-73.98859651","523","W 38 St & 8 Ave","40.75466591","-73.99138152","15799","Subscriber","1988","2"
"521","2013-12-01 08:40:03","2013-12-01 08:48:44","478","11 Ave & W 41 St","40.76030096","-73.99884222","500","Broadway & W 51 St","40.76228826","-73.98336183","14581","Subscriber","1982","1"
"569","2013-12-01 08:40:03","2013-12-01 08:49:32","461","E 20 St & 2 Ave","40.73587678","-73.98205027","526","E 33 St & 5 Ave","40.74765947","-73.98490707","16778","Subscriber","1983","1"
"352","2013-12-01 08:40:31","2013-12-01 08:46:23","271","Ashland Pl & Hanson Pl","40.68528172","-73.97805813","390","Duffield St & Willoughby St","40.69221589","-73.9842844","15912","Subscriber","1980","1"
"280","2013-12-01 08:41:07","2013-12-01 08:45:47","224","Spruce St & Nassau St","40.71146364","-74.00552427","276","Duane St & Greenwich St","40.71748752","-74.0104554","14543","Subscriber","1983","1"
"157","2013-12-01 08:42:00","2013-12-01 08:44:37","537","Lexington Ave & E 24 St","40.74025878","-73.98409214","503","E 20 St & Park Ave","40.73827428","-73.98751968","18921","Subscriber","1964","1"
"772","2013-12-01 08:42:13","2013-12-01 08:55:05","358","Christopher St & Greenwich St","40.73291553","-74.00711384","268","Howard St & Centre St","40.71910537","-73.99973337","17204","Subscriber","1986","2"
"671","2013-12-01 08:42:26","2013-12-01 08:53:37","342","Columbia St & Rivington St","40.71739973","-73.98016555","545","E 23 St & 1 Ave","40.736502","-73.97809472","19634","Subscriber","1990","1"
"237","2013-12-01 08:42:32","2013-12-01 08:46:29","433","E 13 St & Avenue A","40.72955361","-73.98057249","237","E 11 St & 2 Ave","40.73047309","-73.98672378","17767","Subscriber","1953","1"
"309","2013-12-01 08:42:37","2013-12-01 08:47:46","325","E 19 St & 3 Ave","40.73624527","-73.98473765","402","Broadway & E 22 St","40.7403432","-73.98955109","16207","Subscriber","1971","1"
"862","2013-12-01 08:42:37","2013-12-01 08:56:59","411","E 6 St & Avenue D","40.72228087","-73.97668709","348","W Broadway & Spring St","40.72490985","-74.00154702","19772","Subscriber","1961","1"
"447","2013-12-01 08:42:38","2013-12-01 08:50:05","528","2 Ave & E 31 St","40.74290902","-73.97706058","497","E 17 St & Broadway","40.73704984","-73.99009296","16733","Subscriber","1992","1"
"945","2013-12-01 08:42:39","2013-12-01 08:58:24","386","Centre St & Worth St","40.71494807","-74.00234482","487","E 20 St & FDR Drive","40.73314259","-73.97573881","19791","Subscriber","1970","1"
"272","2013-12-01 08:42:59","2013-12-01 08:47:31","502","Henry St & Grand St","40.714215","-73.981346","311","Norfolk St & Broome St","40.7172274","-73.98802084","18590","Subscriber","1950","2"
